Latitude,Longitude,Date,Time,Alt,Speed
25.254337,87.044410,06/24/2022,10:16:42,-1.90,2.78
25.254329,87.044456,06/24/2022,10:16:44,1.60,2.96
25.254320,87.044471,06/24/2022,10:16:46,5.10,1.28
25.254318,87.044486,06/24/2022,10:16:48,7.90,0.89
25.254314,87.044509,06/24/2022,10:16:50,10.60,1.17
25.254304,87.044517,06/24/2022,10:16:52,12.80,0.81
25.254302,87.044532,06/24/2022,10:16:54,14.60,1.31
25.254297,87.044548,06/24/2022,10:16:56,16.80,2.02
25.254293,87.044555,06/24/2022,10:16:58,18.50,0.76
25.254293,87.044555,06/24/2022,10:17:00,20.70,1.09
25.254289,87.044555,06/24/2022,10:17:02,22.70,0.59
25.254285,87.044563,06/24/2022,10:17:04,23.90,0.61
25.254283,87.044563,06/24/2022,10:17:06,25.00,0.74
25.254283,87.044563,06/24/2022,10:17:08,25.20,0.44
25.254283,87.044563,06/24/2022,10:17:10,25.50,0.46
25.254287,87.044570,06/24/2022,10:17:12,25.80,0.46
25.254291,87.044570,06/24/2022,10:17:14,25.80,0.33
25.254293,87.044578,06/24/2022,10:17:16,25.90,0.70
25.254293,87.044578,06/24/2022,10:17:18,26.20,0.70
25.254295,87.044578,06/24/2022,10:17:20,26.00,0.69
25.254293,87.044578,06/24/2022,10:17:22,26.80,0.19
25.254291,87.044570,06/24/2022,10:17:24,27.70,0.41
25.254283,87.044563,06/24/2022,10:17:27,28.60,0.52
25.254280,87.044563,06/24/2022,10:17:29,29.90,0.50
25.254280,87.044563,06/24/2022,10:17:31,30.40,0.28
25.254272,87.044555,06/24/2022,10:17:33,32.00,0.54
25.254268,87.044555,06/24/2022,10:17:35,33.80,0.26
25.254264,87.044555,06/24/2022,10:17:37,35.30,1.07
25.254262,87.044548,06/24/2022,10:17:39,36.20,0.80
25.254261,87.044548,06/24/2022,10:17:41,37.00,0.37
25.254259,87.044540,06/24/2022,10:17:43,37.50,0.31
25.254257,87.044532,06/24/2022,10:17:45,37.30,0.65
25.254257,87.044532,06/24/2022,10:17:47,37.90,0.22
25.254262,87.044532,06/24/2022,10:17:49,38.60,0.72
25.254243,87.044548,06/24/2022,10:17:51,38.30,1.94
25.254243,87.044548,06/24/2022,10:17:53,38.10,0.74
25.254253,87.044555,06/24/2022,10:17:55,37.90,0.78
25.254245,87.044563,06/24/2022,10:17:57,38.00,1.07
25.254245,87.044570,06/24/2022,10:17:59,38.20,0.83
25.254251,87.044578,06/24/2022,10:18:01,37.80,1.17
25.254257,87.044570,06/24/2022,10:18:03,37.30,1.17
25.254257,87.044570,06/24/2022,10:18:05,37.40,0.57
25.254243,87.044570,06/24/2022,10:18:07,37.00,1.15
25.254241,87.044563,06/24/2022,10:18:09,37.70,0.93
25.254238,87.044570,06/24/2022,10:18:11,34.70,1.56
25.254238,87.044570,06/24/2022,10:18:13,32.60,0.65
25.254236,87.044570,06/24/2022,10:18:15,31.20,0.76
25.254236,87.044578,06/24/2022,10:18:17,31.10,0.81
25.254238,87.044570,06/24/2022,10:18:19,30.90,0.41
25.254243,87.044570,06/24/2022,10:18:21,30.10,0.94
25.254240,87.044578,06/24/2022,10:18:23,30.10,0.52
25.254226,87.044586,06/24/2022,10:18:25,29.80,1.91
25.254220,87.044586,06/24/2022,10:18:27,29.10,1.33
25.254230,87.044586,06/24/2022,10:18:29,27.90,0.41
25.254236,87.044593,06/24/2022,10:18:31,26.70,0.67
25.254238,87.044593,06/24/2022,10:18:33,25.70,0.57
25.254234,87.044593,06/24/2022,10:18:35,25.10,0.41
25.254228,87.044593,06/24/2022,10:18:37,24.40,0.59
25.254226,87.044586,06/24/2022,10:18:39,24.80,0.54
25.254222,87.044578,06/24/2022,10:18:41,24.70,0.37
25.254224,87.044570,06/24/2022,10:18:43,24.70,0.26
25.254222,87.044563,06/24/2022,10:18:45,24.70,0.48
25.254220,87.044563,06/24/2022,10:18:47,25.30,0.46
25.254219,87.044555,06/24/2022,10:18:49,26.10,0.17
25.254211,87.044555,06/24/2022,10:18:51,26.80,0.67
25.254209,87.044563,06/24/2022,10:18:53,26.50,1.24
25.254201,87.044555,06/24/2022,10:18:55,26.80,0.98
25.254199,87.044548,06/24/2022,10:18:57,27.20,0.44
25.254198,87.044532,06/24/2022,10:18:59,28.00,1.04
25.254201,87.044525,06/24/2022,10:19:01,28.40,0.81
25.254198,87.044517,06/24/2022,10:19:03,28.80,0.57
25.254199,87.044525,06/24/2022,10:19:05,25.60,0.83
25.254207,87.044525,06/24/2022,10:19:07,23.50,0.89
25.254211,87.044525,06/24/2022,10:19:09,23.70,0.96
25.254209,87.044525,06/24/2022,10:19:11,23.80,0.17
25.254215,87.044525,06/24/2022,10:19:13,24.20,0.57
25.254217,87.044525,06/24/2022,10:19:15,24.80,0.37
25.254219,87.044532,06/24/2022,10:19:17,24.80,0.15
25.254219,87.044532,06/24/2022,10:19:19,25.20,0.31
25.254234,87.044570,06/24/2022,10:19:22,21.60,0.56
25.254236,87.044586,06/24/2022,10:19:24,21.50,0.35
25.254240,87.044570,06/24/2022,10:19:26,21.40,0.30
25.254243,87.044563,06/24/2022,10:19:28,21.60,0.28
25.254249,87.044555,06/24/2022,10:19:30,21.00,0.94
25.254251,87.044555,06/24/2022,10:19:32,20.90,0.98
25.254255,87.044548,06/24/2022,10:19:34,20.80,0.57
25.254257,87.044540,06/24/2022,10:19:36,20.50,1.13
25.254264,87.044517,06/24/2022,10:19:38,19.10,1.61
25.254268,87.044494,06/24/2022,10:19:40,18.40,1.56
25.254272,87.044471,06/24/2022,10:19:42,18.20,1.87
25.254280,87.044425,06/24/2022,10:19:44,17.70,2.78
25.254278,87.044448,06/24/2022,10:19:46,17.40,1.17
25.254274,87.044479,06/24/2022,10:19:48,16.40,0.37
25.254274,87.044486,06/24/2022,10:19:50,15.30,0.09
25.254272,87.044486,06/24/2022,10:19:52,14.80,0.41
25.254272,87.044479,06/24/2022,10:19:54,14.20,1.13
25.254270,87.044471,06/24/2022,10:19:56,13.90,0.80
25.254266,87.044464,06/24/2022,10:19:58,14.00,1.46
25.254259,87.044464,06/24/2022,10:20:00,14.80,1.13
25.254255,87.044456,06/24/2022,10:20:02,15.40,1.28
25.254251,87.044456,06/24/2022,10:20:04,15.90,0.69
25.254247,87.044441,06/24/2022,10:20:06,17.30,1.06
25.254241,87.044441,06/24/2022,10:20:08,18.60,1.17
25.254236,87.044425,06/24/2022,10:20:10,20.30,1.43
25.254232,87.044418,06/24/2022,10:20:12,21.60,1.13
25.254230,87.044395,06/24/2022,10:20:14,23.00,1.91
25.254230,87.044372,06/24/2022,10:20:16,24.10,3.02
25.254224,87.044357,06/24/2022,10:20:18,25.30,3.24
25.254222,87.044349,06/24/2022,10:20:20,26.20,2.93
25.254219,87.044296,06/24/2022,10:20:22,31.00,2.67
25.254217,87.044250,06/24/2022,10:20:24,35.10,2.80
25.254198,87.044303,06/24/2022,10:20:26,44.20,2.41
25.254177,87.044319,06/24/2022,10:20:28,55.50,1.65
25.254159,87.044364,06/24/2022,10:20:30,63.30,0.17
25.254140,87.044342,06/24/2022,10:20:32,69.60,1.20
25.254129,87.044311,06/24/2022,10:20:34,75.00,3.26
25.254125,87.044342,06/24/2022,10:20:36,77.20,2.65
25.254121,87.044357,06/24/2022,10:20:38,78.90,2.20
25.254121,87.044372,06/24/2022,10:20:40,80.10,1.67
25.254117,87.044387,06/24/2022,10:20:42,83.10,1.39
25.254112,87.044395,06/24/2022,10:20:44,86.20,1.69
25.254110,87.044403,06/24/2022,10:20:46,88.10,1.02
25.254106,87.044418,06/24/2022,10:20:48,88.40,0.78
25.254104,87.044425,06/24/2022,10:20:50,88.90,0.69
25.254104,87.044425,06/24/2022,10:20:52,89.20,0.59
25.254106,87.044418,06/24/2022,10:20:54,88.70,1.17
25.254110,87.044418,06/24/2022,10:20:56,88.40,0.94
25.254112,87.044410,06/24/2022,10:20:58,88.20,1.54
25.254114,87.044410,06/24/2022,10:21:00,88.00,0.85
25.254114,87.044403,06/24/2022,10:21:02,88.00,0.54
25.254116,87.044395,06/24/2022,10:21:04,87.40,0.81
25.254119,87.044395,06/24/2022,10:21:06,85.90,1.31
25.254123,87.044380,06/24/2022,10:21:08,85.40,2.22
25.254129,87.044357,06/24/2022,10:21:10,85.50,3.17
25.254135,87.044319,06/24/2022,10:21:12,85.90,4.63
25.254142,87.044311,06/24/2022,10:21:14,84.10,3.33
25.254148,87.044311,06/24/2022,10:21:17,82.30,2.39
25.254148,87.044303,06/24/2022,10:21:19,81.20,1.89
25.254144,87.044311,06/24/2022,10:21:21,81.60,1.43
25.254144,87.044319,06/24/2022,10:21:23,81.10,0.96
25.254144,87.044319,06/24/2022,10:21:25,80.40,0.54
25.254144,87.044319,06/24/2022,10:21:27,79.70,0.44
25.254148,87.044319,06/24/2022,10:21:29,78.80,0.35
25.254150,87.044319,06/24/2022,10:21:31,77.90,0.20
25.254152,87.044319,06/24/2022,10:21:33,76.90,0.46
25.254152,87.044319,06/24/2022,10:21:35,76.10,0.43
25.254158,87.044342,06/24/2022,10:21:37,74.30,0.56
25.254158,87.044334,06/24/2022,10:21:39,73.60,0.31
25.254163,87.044334,06/24/2022,10:21:41,72.20,0.44
25.254167,87.044342,06/24/2022,10:21:43,70.80,0.28
25.254167,87.044342,06/24/2022,10:21:45,69.90,0.17
25.254171,87.044349,06/24/2022,10:21:47,68.90,0.80
25.254173,87.044349,06/24/2022,10:21:49,68.10,0.63
25.254177,87.044357,06/24/2022,10:21:51,67.10,0.76
25.254180,87.044364,06/24/2022,10:21:53,66.30,0.69
25.254186,87.044372,06/24/2022,10:21:55,65.40,0.59
25.254192,87.044380,06/24/2022,10:21:57,63.90,0.87
25.254196,87.044380,06/24/2022,10:21:59,62.60,0.33
25.254198,87.044364,06/24/2022,10:22:01,61.50,0.17
25.254198,87.044357,06/24/2022,10:22:03,60.60,0.43
25.254199,87.044349,06/24/2022,10:22:05,59.80,0.06
25.254196,87.044342,06/24/2022,10:22:07,58.90,0.69
25.254194,87.044334,06/24/2022,10:22:09,58.30,0.26
25.254194,87.044319,06/24/2022,10:22:11,57.20,0.33
25.254199,87.044334,06/24/2022,10:22:13,56.00,0.43
25.254203,87.044319,06/24/2022,10:22:15,54.20,0.39
25.254205,87.044311,06/24/2022,10:22:17,52.80,0.37
25.254211,87.044319,06/24/2022,10:22:19,51.70,0.85
25.254213,87.044372,06/24/2022,10:22:21,51.90,1.72
25.254213,87.044441,06/24/2022,10:22:23,52.10,1.96
25.254232,87.044548,06/24/2022,10:22:25,50.80,6.20
25.254236,87.044586,06/24/2022,10:22:27,50.10,6.28
25.254241,87.044616,06/24/2022,10:22:29,49.40,6.17
25.254247,87.044631,06/24/2022,10:22:31,47.60,6.15
25.254245,87.044616,06/24/2022,10:22:33,45.60,4.65
25.254247,87.044616,06/24/2022,10:22:35,43.60,3.80
25.254245,87.044601,06/24/2022,10:22:37,41.70,2.20
25.254249,87.044586,06/24/2022,10:22:39,39.70,1.46
25.254253,87.044586,06/24/2022,10:22:41,38.10,1.39
25.254255,87.044593,06/24/2022,10:22:43,36.70,1.39
25.254253,87.044586,06/24/2022,10:22:45,35.60,0.78
25.254255,87.044593,06/24/2022,10:22:47,34.70,1.28
25.254257,87.044601,06/24/2022,10:22:49,33.70,1.81
25.254257,87.044586,06/24/2022,10:22:51,33.10,1.30
25.254257,87.044586,06/24/2022,10:22:53,32.70,1.56
25.254257,87.044593,06/24/2022,10:22:55,32.40,1.57
25.254253,87.044593,06/24/2022,10:22:57,32.20,0.74
25.254251,87.044586,06/24/2022,10:22:59,32.00,0.20
25.254247,87.044593,06/24/2022,10:23:01,31.90,0.33
25.254245,87.044593,06/24/2022,10:23:03,31.40,0.74
25.254240,87.044593,06/24/2022,10:23:05,31.20,0.46
25.254232,87.044601,06/24/2022,10:23:07,32.00,0.15
25.254232,87.044586,06/24/2022,10:23:10,31.90,0.65
25.254228,87.044586,06/24/2022,10:23:12,31.80,0.54
25.254228,87.044586,06/24/2022,10:23:14,31.90,0.33
25.254224,87.044578,06/24/2022,10:23:16,32.70,0.19
25.254219,87.044578,06/24/2022,10:23:18,33.40,0.30
25.254215,87.044578,06/24/2022,10:23:20,34.10,0.15
25.254211,87.044578,06/24/2022,10:23:22,35.10,0.28
25.254205,87.044570,06/24/2022,10:23:24,36.20,0.89
25.254199,87.044563,06/24/2022,10:23:26,37.00,0.76
25.254196,87.044555,06/24/2022,10:23:28,37.40,0.72
25.254194,87.044555,06/24/2022,10:23:30,37.80,0.72
25.254192,87.044548,06/24/2022,10:23:32,38.10,0.44
25.254190,87.044548,06/24/2022,10:23:34,38.50,0.78
25.254188,87.044548,06/24/2022,10:23:36,38.50,0.48
25.254188,87.044548,06/24/2022,10:23:38,38.80,0.19
25.254188,87.044548,06/24/2022,10:23:40,38.60,0.15
25.254186,87.044540,06/24/2022,10:23:42,38.40,0.07
25.254184,87.044555,06/24/2022,10:23:44,38.20,0.69
25.254184,87.044563,06/24/2022,10:23:46,38.10,0.61
25.254182,87.044570,06/24/2022,10:23:48,38.40,0.67
25.254184,87.044578,06/24/2022,10:23:50,37.90,0.83
25.254184,87.044578,06/24/2022,10:23:52,37.50,0.65
25.254184,87.044586,06/24/2022,10:23:54,37.60,1.00
25.254184,87.044586,06/24/2022,10:23:56,37.40,0.67
25.254184,87.044593,06/24/2022,10:23:58,37.80,0.57
25.254186,87.044586,06/24/2022,10:24:00,37.40,0.43
25.254186,87.044586,06/24/2022,10:24:02,37.50,0.15
25.254188,87.044586,06/24/2022,10:24:04,37.30,0.31
25.254190,87.044578,06/24/2022,10:24:06,36.80,0.37
25.254194,87.044570,06/24/2022,10:24:08,36.40,0.74
25.254196,87.044555,06/24/2022,10:24:10,36.10,1.13
25.254198,87.044555,06/24/2022,10:24:12,35.70,0.33
25.254198,87.044555,06/24/2022,10:24:14,35.40,0.59
25.254199,87.044555,06/24/2022,10:24:16,35.20,0.30
25.254198,87.044563,06/24/2022,10:24:18,34.80,0.56
25.254196,87.044570,06/24/2022,10:24:20,34.60,0.81
25.254194,87.044578,06/24/2022,10:24:22,34.80,1.06
25.254192,87.044578,06/24/2022,10:24:24,34.90,0.56
25.254194,87.044586,06/24/2022,10:24:26,33.40,0.37
25.254199,87.044593,06/24/2022,10:24:28,30.10,0.80
25.254201,87.044586,06/24/2022,10:24:30,30.00,0.06
25.254201,87.044586,06/24/2022,10:24:32,29.90,0.15
25.254203,87.044586,06/24/2022,10:24:34,29.60,0.19
25.254205,87.044586,06/24/2022,10:24:36,28.70,0.35
25.254205,87.044578,06/24/2022,10:24:38,28.60,0.07
25.254205,87.044578,06/24/2022,10:24:40,28.40,0.26
25.254207,87.044570,06/24/2022,10:24:42,27.60,0.28
25.254207,87.044570,06/24/2022,10:24:44,27.50,0.20
25.254209,87.044563,06/24/2022,10:24:46,27.40,0.24
25.254209,87.044555,06/24/2022,10:24:48,27.20,0.09
25.254211,87.044555,06/24/2022,10:24:50,27.30,0.43
25.254211,87.044548,06/24/2022,10:24:52,27.50,0.91
25.254211,87.044548,06/24/2022,10:24:54,27.70,0.19
25.254213,87.044548,06/24/2022,10:24:56,27.90,0.17
25.254211,87.044548,06/24/2022,10:24:58,28.70,0.50
25.254213,87.044540,06/24/2022,10:25:00,28.80,0.56
25.254209,87.044525,06/24/2022,10:25:02,30.90,1.06
25.254209,87.044525,06/24/2022,10:25:04,31.10,0.87
25.254207,87.044525,06/24/2022,10:25:06,31.60,0.39
25.254207,87.044525,06/24/2022,10:25:08,32.30,0.20
25.254207,87.044532,06/24/2022,10:25:11,31.60,0.63
25.254209,87.044540,06/24/2022,10:25:13,28.70,0.59
25.254211,87.044540,06/24/2022,10:25:15,27.20,0.15
25.254213,87.044548,06/24/2022,10:25:17,25.80,0.39
25.254213,87.044540,06/24/2022,10:25:19,26.10,0.41
25.254213,87.044532,06/24/2022,10:25:21,26.40,0.43
25.254213,87.044525,06/24/2022,10:25:23,26.90,0.30
25.254213,87.044525,06/24/2022,10:25:25,27.40,0.22
25.254213,87.044525,06/24/2022,10:25:27,27.50,0.20
25.254213,87.044517,06/24/2022,10:25:29,27.80,0.15
25.254211,87.044525,06/24/2022,10:25:31,28.10,0.24
25.254209,87.044517,06/24/2022,10:25:33,29.30,0.19
25.254209,87.044525,06/24/2022,10:25:35,30.70,0.39
25.254207,87.044525,06/24/2022,10:25:37,31.30,0.80
25.254207,87.044525,06/24/2022,10:25:39,31.50,0.81
25.254207,87.044525,06/24/2022,10:25:41,32.40,0.15
25.254207,87.044525,06/24/2022,10:25:43,32.70,0.63
25.254207,87.044525,06/24/2022,10:25:45,32.90,0.37
25.254205,87.044532,06/24/2022,10:25:47,33.10,0.13
25.254203,87.044532,06/24/2022,10:25:49,33.90,0.19
25.254203,87.044540,06/24/2022,10:25:51,34.40,0.50
25.254201,87.044540,06/24/2022,10:25:53,35.10,0.07
25.254199,87.044540,06/24/2022,10:25:55,35.30,0.35
25.254198,87.044540,06/24/2022,10:25:57,34.50,0.09
25.254199,87.044540,06/24/2022,10:25:59,33.40,1.24
25.254199,87.044540,06/24/2022,10:26:01,31.70,0.35
25.254198,87.044540,06/24/2022,10:26:03,32.30,0.30
25.254196,87.044548,06/24/2022,10:26:05,32.30,0.93
25.254198,87.044548,06/24/2022,10:26:07,31.60,0.26
25.254198,87.044548,06/24/2022,10:26:09,32.50,0.89
25.254196,87.044548,06/24/2022,10:26:11,32.70,1.65
25.254198,87.044540,06/24/2022,10:26:13,32.60,1.00
25.254198,87.044540,06/24/2022,10:26:15,32.50,0.63
25.254196,87.044548,06/24/2022,10:26:17,32.50,0.57
25.254198,87.044532,06/24/2022,10:26:19,33.10,0.56
25.254199,87.044532,06/24/2022,10:26:21,32.70,0.20
25.254203,87.044517,06/24/2022,10:26:23,32.90,1.06
25.254203,87.044509,06/24/2022,10:26:25,33.00,1.39
25.254203,87.044517,06/24/2022,10:26:27,34.00,0.04
25.254205,87.044517,06/24/2022,10:26:29,34.30,0.30
25.254209,87.044517,06/24/2022,10:26:31,34.80,0.48
25.254209,87.044509,06/24/2022,10:26:33,35.70,0.17
25.254207,87.044502,06/24/2022,10:26:35,36.30,0.76
25.254209,87.044494,06/24/2022,10:26:37,36.30,0.87
25.254211,87.044479,06/24/2022,10:26:39,36.30,1.28
25.254209,87.044471,06/24/2022,10:26:41,37.60,0.65
25.254209,87.044464,06/24/2022,10:26:43,37.90,0.52
25.254213,87.044471,06/24/2022,10:26:45,37.20,0.50
25.254217,87.044471,06/24/2022,10:26:47,36.40,0.78
25.254220,87.044471,06/24/2022,10:26:49,36.10,0.65
25.254220,87.044464,06/24/2022,10:26:51,36.40,0.20
25.254230,87.044471,06/24/2022,10:26:53,35.10,1.50
25.254234,87.044471,06/24/2022,10:26:55,34.90,0.67
25.254243,87.044471,06/24/2022,10:26:57,32.50,0.74
25.254251,87.044471,06/24/2022,10:26:59,31.00,0.65
25.254253,87.044471,06/24/2022,10:27:01,30.40,0.46
25.254255,87.044471,06/24/2022,10:27:03,29.60,0.67
25.254253,87.044479,06/24/2022,10:27:05,29.80,0.89
25.254262,87.044479,06/24/2022,10:27:07,28.00,0.83
25.254270,87.044479,06/24/2022,10:27:09,26.80,0.43
25.254274,87.044479,06/24/2022,10:27:12,26.80,0.69
25.254285,87.044479,06/24/2022,10:27:14,23.60,0.98
25.254301,87.044471,06/24/2022,10:27:16,21.00,1.72
25.254297,87.044471,06/24/2022,10:27:18,21.70,0.83
25.254299,87.044479,06/24/2022,10:27:20,21.50,0.81
25.254302,87.044479,06/24/2022,10:27:22,21.40,0.63
25.254299,87.044486,06/24/2022,10:27:24,22.20,0.57
25.254295,87.044494,06/24/2022,10:27:26,22.90,0.52
25.254293,87.044494,06/24/2022,10:27:28,23.30,0.57
25.254289,87.044494,06/24/2022,10:27:30,24.40,0.74
25.254287,87.044494,06/24/2022,10:27:32,25.10,1.07
25.254285,87.044502,06/24/2022,10:27:34,25.30,0.54
25.254285,87.044502,06/24/2022,10:27:36,25.80,0.81
25.254283,87.044509,06/24/2022,10:27:38,26.10,0.30
25.254281,87.044509,06/24/2022,10:27:40,26.60,0.28
25.254280,87.044509,06/24/2022,10:27:42,26.90,0.46
25.254274,87.044509,06/24/2022,10:27:44,27.90,0.85
25.254268,87.044509,06/24/2022,10:27:46,29.00,0.09
25.254264,87.044517,06/24/2022,10:27:48,29.80,0.87
25.254262,87.044525,06/24/2022,10:27:50,30.30,0.39
25.254262,87.044517,06/24/2022,10:27:52,30.40,0.37
25.254261,87.044517,06/24/2022,10:27:54,30.50,0.50
25.254259,87.044517,06/24/2022,10:27:56,30.80,1.02
25.254255,87.044517,06/24/2022,10:27:58,31.60,0.35
25.254255,87.044509,06/24/2022,10:28:00,31.50,0.70
25.254255,87.044502,06/24/2022,10:28:02,31.20,1.13
25.254253,87.044509,06/24/2022,10:28:04,31.90,0.07
25.254251,87.044502,06/24/2022,10:28:06,32.80,0.37
25.254241,87.044486,06/24/2022,10:28:08,34.10,1.35
25.254238,87.044479,06/24/2022,10:28:10,34.80,1.02
25.254234,87.044471,06/24/2022,10:28:12,35.20,0.89
25.254230,87.044456,06/24/2022,10:28:14,35.90,1.57
25.254228,87.044456,06/24/2022,10:28:16,35.90,1.37
25.254226,87.044456,06/24/2022,10:28:18,36.20,0.72
25.254226,87.044448,06/24/2022,10:28:20,36.00,0.41
25.254226,87.044448,06/24/2022,10:28:22,36.00,0.52
25.254228,87.044448,06/24/2022,10:28:24,35.50,0.48
25.254230,87.044464,06/24/2022,10:28:26,35.40,0.11
25.254230,87.044464,06/24/2022,10:28:28,35.40,0.24
25.254230,87.044464,06/24/2022,10:28:30,35.60,0.30
25.254234,87.044464,06/24/2022,10:28:32,35.30,0.15
25.254234,87.044464,06/24/2022,10:28:34,35.40,0.50
25.254234,87.044456,06/24/2022,10:28:36,35.30,0.80
25.254234,87.044456,06/24/2022,10:28:38,35.60,0.70
25.254234,87.044448,06/24/2022,10:28:40,35.40,0.31
25.254234,87.044456,06/24/2022,10:28:42,35.60,0.13
25.254232,87.044448,06/24/2022,10:28:44,35.70,0.96
25.254230,87.044456,06/24/2022,10:28:46,35.80,0.44
25.254230,87.044464,06/24/2022,10:28:48,35.80,0.15
25.254232,87.044464,06/24/2022,10:28:50,35.50,0.33
25.254234,87.044464,06/24/2022,10:28:52,35.40,0.37
25.254232,87.044464,06/24/2022,10:28:54,35.40,0.78
25.254230,87.044448,06/24/2022,10:28:56,35.40,0.91
25.254232,87.044441,06/24/2022,10:28:58,34.80,1.04
25.254234,87.044433,06/24/2022,10:29:01,34.20,0.81
25.254232,87.044433,06/24/2022,10:29:03,34.00,0.57
25.254234,87.044441,06/24/2022,10:29:05,33.50,0.46
25.254240,87.044448,06/24/2022,10:29:07,32.50,0.37
25.254241,87.044441,06/24/2022,10:29:09,31.90,0.80
25.254240,87.044448,06/24/2022,10:29:11,32.30,0.54
25.254238,87.044441,06/24/2022,10:29:13,32.50,0.93
25.254238,87.044441,06/24/2022,10:29:15,32.80,0.50
25.254234,87.044441,06/24/2022,10:29:17,33.50,0.54
25.254230,87.044441,06/24/2022,10:29:19,34.00,0.48
25.254228,87.044448,06/24/2022,10:29:21,34.60,0.19
25.254228,87.044448,06/24/2022,10:29:23,35.00,0.56
25.254226,87.044448,06/24/2022,10:29:25,35.90,0.61
25.254226,87.044448,06/24/2022,10:29:27,36.20,0.81
25.254228,87.044441,06/24/2022,10:29:29,36.10,1.15
25.254228,87.044433,06/24/2022,10:29:31,36.70,1.06
25.254228,87.044441,06/24/2022,10:29:33,37.30,0.72
25.254228,87.044448,06/24/2022,10:29:35,37.80,0.20
25.254230,87.044441,06/24/2022,10:29:37,37.30,0.46
25.254232,87.044441,06/24/2022,10:29:39,37.40,0.48
25.254232,87.044441,06/24/2022,10:29:41,37.00,0.09
25.254232,87.044441,06/24/2022,10:29:43,37.00,0.59
25.254232,87.044433,06/24/2022,10:29:45,37.40,1.37
25.254234,87.044441,06/24/2022,10:29:47,37.80,0.57
25.254234,87.044441,06/24/2022,10:29:49,38.20,0.61
25.254234,87.044448,06/24/2022,10:29:51,38.50,0.13
25.254234,87.044448,06/24/2022,10:29:53,38.80,0.33
25.254232,87.044448,06/24/2022,10:29:55,39.10,0.19
25.254232,87.044456,06/24/2022,10:29:57,39.40,0.22
25.254232,87.044456,06/24/2022,10:29:59,39.50,0.06
25.254232,87.044456,06/24/2022,10:30:01,39.70,0.09
25.254230,87.044456,06/24/2022,10:30:03,40.00,0.56
25.254228,87.044456,06/24/2022,10:30:05,40.00,0.33
25.254226,87.044464,06/24/2022,10:30:07,40.20,0.26
25.254226,87.044456,06/24/2022,10:30:09,39.60,0.44
25.254228,87.044456,06/24/2022,10:30:11,38.80,0.24
25.254226,87.044464,06/24/2022,10:30:13,38.80,0.11
25.254226,87.044464,06/24/2022,10:30:15,38.80,0.50
25.254226,87.044464,06/24/2022,10:30:17,38.40,0.24
25.254224,87.044471,06/24/2022,10:30:19,38.40,0.46
25.254224,87.044471,06/24/2022,10:30:21,38.40,0.56
25.254224,87.044479,06/24/2022,10:30:23,38.60,0.17
25.254224,87.044479,06/24/2022,10:30:25,38.40,0.22
25.254224,87.044464,06/24/2022,10:30:27,38.00,0.91
25.254222,87.044464,06/24/2022,10:30:29,38.00,0.98
25.254222,87.044464,06/24/2022,10:30:31,37.80,0.26
25.254222,87.044471,06/24/2022,10:30:33,37.60,0.09
25.254222,87.044471,06/24/2022,10:30:35,37.50,0.13
25.254222,87.044471,06/24/2022,10:30:37,37.40,0.15
25.254222,87.044456,06/24/2022,10:30:39,36.70,1.41
25.254220,87.044456,06/24/2022,10:30:41,36.80,1.02
25.254220,87.044448,06/24/2022,10:30:43,36.80,0.87
25.254220,87.044433,06/24/2022,10:30:45,36.30,1.44
25.254220,87.044441,06/24/2022,10:30:47,36.80,0.61
25.254219,87.044448,06/24/2022,10:30:49,37.00,0.69
25.254219,87.044456,06/24/2022,10:30:52,37.10,0.57
25.254217,87.044456,06/24/2022,10:30:54,37.10,0.31
25.254217,87.044448,06/24/2022,10:30:56,37.40,1.13
25.254217,87.044441,06/24/2022,10:30:58,37.50,0.87
25.254215,87.044441,06/24/2022,10:31:00,37.80,0.04
25.254215,87.044441,06/24/2022,10:31:02,39.00,0.76
25.254213,87.044441,06/24/2022,10:31:04,39.80,0.04
25.254217,87.044418,06/24/2022,10:31:06,40.20,1.96
25.254217,87.044410,06/24/2022,10:31:08,40.70,1.76
25.254217,87.044403,06/24/2022,10:31:10,41.00,0.93
25.254217,87.044410,06/24/2022,10:31:12,40.70,0.31
25.254219,87.044410,06/24/2022,10:31:14,40.40,0.15
25.254219,87.044418,06/24/2022,10:31:16,39.70,0.11
25.254217,87.044418,06/24/2022,10:31:18,39.00,0.61
25.254217,87.044418,06/24/2022,10:31:20,38.60,0.17
25.254217,87.044425,06/24/2022,10:31:22,38.10,0.04
25.254215,87.044433,06/24/2022,10:31:24,37.80,0.17
25.254217,87.044433,06/24/2022,10:31:26,37.40,0.09
25.254215,87.044448,06/24/2022,10:31:28,37.50,0.61
25.254213,87.044448,06/24/2022,10:31:30,37.00,0.26
25.254211,87.044456,06/24/2022,10:31:32,36.70,0.94
25.254211,87.044448,06/24/2022,10:31:34,36.40,0.22
25.254211,87.044448,06/24/2022,10:31:36,35.80,0.06
25.254211,87.044441,06/24/2022,10:31:38,35.20,0.72
25.254186,87.044494,06/24/2022,10:33:09,17.90,0.78
25.254186,87.044494,06/24/2022,10:33:11,18.60,0.07
25.254188,87.044486,06/24/2022,10:33:13,19.60,0.76
25.254184,87.044494,06/24/2022,10:33:15,19.00,1.09
25.254184,87.044509,06/24/2022,10:33:17,18.80,1.07
